date,region,stat,hosp_beds,doctors,abortion,clinics_capacity,nursing_staff
2014-01-01,Амурская область,На 10 000 человек населения,109.3,58.8,81,293.2,125.5
2014-01-01,Магаданская область,На 10 000 человек населения,121.3,60.2,105,436.6,154.6
2014-01-01,Сахалинская область,На 10 000 человек населения,123.8,49.2,83,245.3,132.7
2014-01-01,Еврейская автономная область,На 10 000 человек населения,126.4,38.7,79,254.4,122.1
2014-01-01,Чукотский автономный округ,На 10 000 человек населения,152.0,65.5,69,483.8,160.9
2015-01-01,Приволжский  федеральный округ,На 10 000 человек населения,83.3,45.0,46,261.4,111.3
2015-01-01,Республика Башкортостан,На 10 000 человек населения,80.1,40.2,32,256.6,108.4
2015-01-01,Республика Марий Эл,На 10 000 человек населения,90.3,34.8,56,311.4,110.2
2015-01-01,Республика Мордовия,На 10 000 человек населения,81.5,53.7,46,244.4,117.4
2015-01-01,Республика Татарстан,На 10 000 человек населения,65.8,40.6,40,238.3,106.4
2015-01-01,Удмуртская Республика,На 10 000 человек населения,92.8,55.3,44,278.4,117.8
2015-01-01,Чувашская Республика,На 10 000 человек населения,83.7,49.3,53,324.1,111.2
2015-01-01,Пермский край,На 10 000 человек населения,86.3,49.2,49,219.5,105.9
2015-01-01,Кировская область,На 10 000 человек населения,90.1,44.4,67,280.2,125.7
2015-01-01,Нижегородская область ,На 10 000 человек населения,89.1,47.4,50,290.3,113.6
2015-01-01,Оренбургская область,На 10 000 человек населения,86.5,46.9,72,271.5,128.2
2015-01-01,Пензенская область,На 10 000 человек населения,81.2,38.9,48,234.2,107.8
2015-01-01,Самарская область,На 10 000 человек населения,78.4,45.4,40,247.0,97.8
2015-01-01,Саратовская область,На 10 000 человек населения,98.3,48.6,46,276.1,110.5
2015-01-01,Ульяновская область,На 10 000 человек населения,84.7,39.0,42,263.2,128.6
2015-01-01,Уральский  федеральный округ,На 10 000 человек населения,82.5,43.1,54,279.4,114.3
2015-01-01,Курганская область,На 10 000 человек населения,94.3,28.8,61,241.6,121.4
2015-01-01,Свердловская область ,На 10 000 человек населения,90.8,42.4,62,286.4,111.1
2015-01-01,Тюменская область,На 10 000 человек населения,75.9,50.9,49,261.5,126.2
2015-01-01,Ханты-Мансийский  автономный округ – Югра,На 10 000 человек населения,78.4,53.4,47,244.3,145.1
2015-01-01,Ямало-Ненецкий  автономный округ,На 10 000 человек населения,86.3,50.3,54,242.1,129.6
2015-01-01,Тюменская область без автономных округов,На 10 000 человек населения,69.3,48.4,51,287.9,103.6
2015-01-01,Челябинская область,На 10 000 человек населения,76.2,39.4,49,298.5,104.2
2015-01-01,Сибирский  федеральный округ,На 10 000 человек населения,93.9,47.0,56,279.2,112.6
2015-01-01,Республика Алтай,На 10 000 человек населения,78.5,44.7,51,311.9,135.0
2015-01-01,Республика Тыва,На 10 000 человек населения,126.5,48.9,51,328.8,146.1
2015-01-01,Республика Хакасия,На 10 000 человек населения,74.8,39.0,45,326.8,108.3
2015-01-01,Алтайский край,На 10 000 человек населения,97.6,42.9,45,300.5,110.3
2015-01-01,Красноярский край,На 10 000 человек населения,85.7,47.6,64,318.3,119.5
2015-01-01,Иркутская область,На 10 000 человек населения,106.0,45.5,61,281.6,113.2
2015-01-01,Кемеровская область,На 10 000 человек населения,89.9,42.9,67,287.1,108.9
2015-01-01,Новосибирская область ,На 10 000 человек населения,98.4,51.6,62,231.5,100.9
2015-01-01,Омская область,На 10 000 человек населения,81.7,50.6,33,246.7,124.1
2015-01-01,Томская область,На 10 000 человек населения,105.3,53.5,54,239.3,103.6
2015-01-01,Дальневосточный  федеральный округ,На 10 000 человек населения,101.1,51.4,60,273.6,111.4
2015-01-01,Республика Бурятия,На 10 000 человек населения,88.7,45.6,53,263.3,116.5
2015-01-01,Республика Саха (Якутия),На 10 000 человек населения,105.7,55.2,69,286.0,134.4
2015-01-01,Забайкальский край,На 10 000 человек населения,101.4,48.8,55,229.3,112.2
2015-01-01,Камчатский край,На 10 000 человек населения,121.2,53.6,51,281.3,125.6
2015-01-01,Приморский край,На 10 000 человек населения,102.0,50.0,49,246.3,87.9
2015-01-01,Хабаровский край ,На 10 000 человек населения,86.9,53.5,61,305.1,103.0
2015-01-01,Амурская область,На 10 000 человек населения,102.4,55.4,68,315.7,118.5
2015-01-01,Магаданская область,На 10 000 человек населения,117.2,61.0,97,431.0,152.6
2015-01-01,Сахалинская область,На 10 000 человек населения,118.9,54.1,73,249.1,129.9
2015-01-01,Еврейская автономная область,На 10 000 человек населения,124.5,37.9,81,266.0,122.9
2015-01-01,Чукотский автономный округ,На 10 000 человек населения,149.3,65.0,72,486.5,143.1
2016-01-01,Приволжский  федеральный округ,На 10 000 человек населения,81.5,44.9,47,266.2,112.0
2016-01-01,Республика Башкортостан,На 10 000 человек населения,78.8,41.0,31,259.4,112.2
2016-01-01,Республика Марий Эл,На 10 000 человек населения,83.5,35.6,62,319.4,105.9
2016-01-01,Республика Мордовия,На 10 000 человек населения,80.5,53.6,46,247.8,115.4
2016-01-01,Республика Татарстан,На 10 000 человек населения,65.2,40.2,40,240.5,111.9
2016-01-01,Удмуртская Республика,На 10 000 человек населения,84.2,49.5,43,302.9,129.0
2016-01-01,Чувашская Республика,На 10 000 человек населения,83.4,49.3,54,324.7,114.0
2016-01-01,Пермский край,На 10 000 человек населения,84.2,49.3,47,229.3,103.6
2016-01-01,Кировская область,На 10 000 человек населения,87.9,45.1,65,279.7,120.0
2016-01-01,Нижегородская область ,На 10 000 человек населения,87.1,47.4,51,302.7,113.6
2016-01-01,Оренбургская область,На 10 000 человек населения,85.2,46.7,72,272.4,126.5
2016-01-01,Пензенская область,На 10 000 человек населения,80.4,39.3,50,247.3,106.1
2016-01-01,Самарская область,На 10 000 человек населения,76.2,45.9,41,248.7,96.2
2016-01-01,Саратовская область,На 10 000 человек населения,99.0,48.0,48,269.1,108.2
2016-01-01,Ульяновская область,На 10 000 человек населения,82.0,40.0,45,267.4,127.3
2016-01-01,Уральский  федеральный округ,На 10 000 человек населения,80.7,43.8,56,281.0,116.2
2016-01-01,Курганская область,На 10 000 человек населения,90.2,29.3,70,251.0,117.9
2016-01-01,Свердловская область ,На 10 000 человек населения,87.7,42.9,64,285.9,110.6
2016-01-01,Тюменская область,На 10 000 человек населения,74.5,51.4,51,263.1,132.7
2016-01-01,Ханты-Мансийский  автономный округ – Югра,На 10 000 человек населения,77.1,53.2,46,246.8,154.5
2016-01-01,Ямало-Ненецкий  автономный округ,На 10 000 человек населения,82.0,50.5,63,249.1,140.7
2016-01-01,Тюменская область без автономных округов,На 10 000 человек населения,68.9,49.8,53,286.3,105.4
2016-01-01,Челябинская область,На 10 000 человек населения,76.1,40.3,49,300.9,105.7
2016-01-01,Сибирский  федеральный округ,На 10 000 человек населения,92.8,47.3,58,282.9,113.7
2016-01-01,Республика Алтай,На 10 000 человек населения,77.5,45.1,56,307.2,132.0
2016-01-01,Республика Тыва,На 10 000 человек населения,119.5,50.2,49,326.4,144.0
2016-01-01,Республика Хакасия,На 10 000 человек населения,72.0,41.5,43,324.3,107.8
2016-01-01,Алтайский край,На 10 000 человек населения,96.9,43.1,48,305.5,112.7
2016-01-01,Красноярский край,На 10 000 человек населения,84.2,47.8,67,324.1,118.7
2016-01-01,Иркутская область,На 10 000 человек населения,105.4,46.9,64,288.9,111.4
2016-01-01,Кемеровская область,На 10 000 человек населения,89.9,43.9,69,291.1,114.8
2016-01-01,Новосибирская область ,На 10 000 человек населения,96.7,50.5,64,229.8,104.4
2016-01-01,Омская область,На 10 000 человек населения,80.2,50.0,35,250.9,120.8
2016-01-01,Томская область,На 10 000 человек населения,103.8,54.8,60,246.5,105.6
2016-01-01,Дальневосточный  федеральный округ,На 10 000 человек населения,97.2,52.5,63,278.3,112.9
2016-01-01,Республика Бурятия,На 10 000 человек населения,86.9,46.4,62,257.6,115.5
2016-01-01,Республика Саха (Якутия),На 10 000 человек населения,98.2,56.0,72,294.5,131.6
2016-01-01,Забайкальский край,На 10 000 человек населения,95.8,50.7,61,246.0,109.9
2016-01-01,Камчатский край,На 10 000 человек населения,119.5,52.9,63,290.6,125.4
2016-01-01,Приморский край,На 10 000 человек населения,100.4,49.7,52,250.3,88.5
2016-01-01,Хабаровский край ,На 10 000 человек населения,84.6,58.0,62,331.6,110.4
2016-01-01,Амурская область,На 10 000 человек населения,90.8,54.2,66,282.9,116.1
2016-01-01,Магаданская область,На 10 000 человек населения,117.8,61.2,100,431.1,165.6
2016-01-01,Сахалинская область,На 10 000 человек населения,116.7,56.0,69,246.0,145.5
2016-01-01,Еврейская автономная область,На 10 000 человек населения,129.2,36.8,79,264.2,122.3
2016-01-01,Чукотский автономный округ,На 10 000 человек населения,131.1,69.4,73,489.7,144.1
2017-01-01,Приволжский  федеральный округ,На 10 000 человек населения,80.5,46.1,51,268.6,110.0
2017-01-01,Республика Башкортостан,На 10 000 человек населения,78.0,42.1,35,261.3,109.4
2017-01-01,Республика Марий Эл,На 10 000 человек населения,82.0,36.4,69,320.6,105.2
2017-01-01,Республика Мордовия,На 10 000 человек населения,77.9,53.3,50,244.9,112.7
2017-01-01,Республика Татарстан,На 10 000 человек населения,63.4,41.5,45,242.6,111.8
2017-01-01,Удмуртская Республика,На 10 000 человек населения,81.2,51.0,47,274.9,113.8
2017-01-01,Чувашская Республика,На 10 000 человек населения,82.6,49.7,56,331.6,112.9
2017-01-01,Пермский край,На 10 000 человек населения,82.7,51.2,64,238.7,103.6
2017-01-01,Кировская область,На 10 000 человек населения,87.3,47.5,68,288.4,117.6
2017-01-01,Нижегородская область ,На 10 000 человек населения,87.7,46.8,52,292.6,112.3
2017-01-01,Оренбургская область,На 10 000 человек населения,83.3,47.0,76,273.0,125.2
2017-01-01,Пензенская область,На 10 000 человек населения,79.5,42.0,52,262.3,106.2
2017-01-01,Самарская область,На 10 000 человек населения,74.0,47.9,43,259.9,94.1
2017-01-01,Саратовская область,На 10 000 человек населения,101.0,50.4,50,276.3,107.2
2017-01-01,Ульяновская область,На 10 000 человек населения,82.0,41.3,49,276.8,126.4
2017-01-01,Уральский  федеральный округ,На 10 000 человек населения,78.8,45.0,59,285.4,115.1
2017-01-01,Курганская область,На 10 000 человек населения,87.0,29.8,70,256.7,116.2
2017-01-01,Свердловская область ,На 10 000 человек населения,85.2,42.0,66,287.6,110.2
2017-01-01,Тюменская область,На 10 000 человек населения,73.0,54.3,52,261.0,131.1
2017-01-01,Ханты-Мансийский  автономный округ – Югра,На 10 000 человек населения,75.8,56.1,47,241.2,151.8
2017-01-01,Ямало-Ненецкий  автономный округ,На 10 000 человек населения,78.0,54.9,56,246.0,139.9
2017-01-01,Тюменская область без автономных округов,На 10 000 человек населения,68.1,52.0,56,288.2,105.0
2017-01-01,Челябинская область,На 10 000 человек населения,74.9,42.5,55,315.5,104.2
2017-01-01,Сибирский  федеральный округ,На 10 000 человек населения,91.3,48.7,64,289.6,113.0
2017-01-01,Республика Алтай,На 10 000 человек населения,72.8,47.5,63,308.0,130.1
2017-01-01,Республика Тыва,На 10 000 человек населения,113.7,52.9,55,315.1,151.0
2017-01-01,Республика Хакасия,На 10 000 человек населения,71.7,43.1,48,332.6,107.8
2017-01-01,Алтайский край,На 10 000 человек населения,94.7,43.3,49,302.5,111.6
2017-01-01,Красноярский край,На 10 000 человек населения,82.0,49.1,72,327.5,118.1
2017-01-01,Иркутская область,На 10 000 человек населения,103.8,48.1,69,290.5,110.8
2017-01-01,Кемеровская область,На 10 000 человек населения,90.5,44.7,77,300.7,115.0
2017-01-01,Новосибирская область ,На 10 000 человек населения,95.0,53.1,70,253.2,102.8
2017-01-01,Омская область,На 10 000 человек населения,79.1,51.2,42,258.3,118.6
2017-01-01,Томская область,На 10 000 человек населения,102.5,55.7,64,249.6,106.5
2017-01-01,Дальневосточный  федеральный округ,На 10 000 человек населения,98.0,53.6,65,283.2,112.0
2017-01-01,Республика Бурятия,На 10 000 человек населения,86.4,46.4,64,265.8,115.2
2017-01-01,Республика Саха (Якутия),На 10 000 человек населения,98.7,60.5,76,303.0,131.3
2017-01-01,Забайкальский край,На 10 000 человек населения,99.0,51.9,62,253.8,112.1
2017-01-01,Камчатский край,На 10 000 человек населения,118.3,53.2,59,286.4,132.4
2017-01-01,Приморский край,На 10 000 человек населения,99.2,50.3,54,256.3,88.1
2017-01-01,Хабаровский край ,На 10 000 человек населения,86.0,57.5,68,328.5,107.9
2017-01-01,Амурская область,На 10 000 человек населения,95.5,55.7,63,289.3,113.3
2017-01-01,Магаданская область,На 10 000 человек населения,121.7,61.8,88,431.4,167.1
2017-01-01,Сахалинская область,На 10 000 человек населения,117.6,58.4,70,251.1,135.3
2017-01-01,Еврейская автономная область,На 10 000 человек населения,121.6,37.0,86,274.1,119.8
2017-01-01,Чукотский автономный округ,На 10 000 человек населения,133.1,74.8,63,507.6,143.9
2018-01-01,Приволжский  федеральный округ,На 10 000 человек населения,80.1,46.3,47,272.7,109.5
2018-01-01,Республика Башкортостан,На 10 000 человек населения,77.4,42.8,33,262.9,108.5
2018-01-01,Республика Марий Эл,На 10 000 человек населения,80.6,36.2,63,318.6,106.1
2018-01-01,Республика Мордовия,На 10 000 человек населения,79.0,53.5,40,258.6,113.9
2018-01-01,Республика Татарстан,На 10 000 человек населения,63.3,42.2,41,241.7,111.2
2018-01-01,Удмуртская Республика,На 10 000 человек населения,78.0,49.3,46,313.0,107.6
2018-01-01,Чувашская Республика,На 10 000 человек населения,82.6,49.4,53,334.7,112.0
2018-01-01,Пермский край,На 10 000 человек населения,81.6,51.0,63,227.3,104.8
2018-01-01,Кировская область,На 10 000 человек населения,87.8,47.0,65,293.9,115.9
2018-01-01,Нижегородская область ,На 10 000 человек населения,89.7,47.6,43,297.4,110.1
2018-01-01,Оренбургская область,На 10 000 человек населения,80.7,46.7,70,277.8,123.4
2018-01-01,Пензенская область,На 10 000 человек населения,79.6,42.1,41,259.8,107.6
2018-01-01,Самарская область,На 10 000 человек населения,73.9,47.7,39,269.7,95.3
2018-01-01,Саратовская область,На 10 000 человек населения,100.8,50.5,43,282.5,108.9
2018-01-01,Ульяновская область,На 10 000 человек населения,79.9,41.8,45,278.4,125.0
2018-01-01,Уральский  федеральный округ,На 10 000 человек населения,78.3,45.6,54,288.9,114.5
2018-01-01,Курганская область,На 10 000 человек населения,86.7,29.7,64,260.7,115.7
2018-01-01,Свердловская область ,На 10 000 человек населения,84.9,43.2,64,293.5,108.1
2018-01-01,Тюменская область,На 10 000 человек населения,72.6,55.1,45,260.7,133.7
2018-01-01,Ханты-Мансийский  автономный округ – Югра,На 10 000 человек населения,75.2,56.5,41,240.9,153.8
2018-01-01,Ямало-Ненецкий  автономный округ,На 10 000 человек населения,77.5,55.1,49,245.6,148.2
2018-01-01,Тюменская область без автономных округов,На 10 000 человек населения,68.0,53.7,49,287.7,106.3
2018-01-01,Челябинская область,На 10 000 человек населения,74.2,42.0,49,320.1,102.0
2018-01-01,Сибирский  федеральный округ,На 10 000 человек населения,90.1,48.9,57,291.1,112.2
2018-01-01,Республика Алтай,На 10 000 человек населения,74.5,45.8,50,306.5,129.1
2018-01-01,Республика Тыва,На 10 000 человек населения,113.2,51.4,41,306.0,149.8
2018-01-01,Республика Хакасия,На 10 000 человек населения,70.4,42.1,41,338.9,108.6
2018-01-01,Алтайский край,На 10 000 человек населения,92.0,42.7,46,304.8,109.7
2018-01-01,Красноярский край,На 10 000 человек населения,81.0,49.8,66,324.1,117.1
2018-01-01,Иркутская область,На 10 000 человек населения,98.1,48.7,57,295.3,111.8
2018-01-01,Кемеровская область,На 10 000 человек населения,91.3,44.5,67,291.4,113.0
2018-01-01,Новосибирская область ,На 10 000 человек населения,94.8,54.0,64,260.8,102.8
2018-01-01,Омская область,На 10 000 человек населения,80.7,50.8,37,262.6,118.1
2018-01-01,Томская область,На 10 000 человек населения,99.8,58.1,63,261.7,104.1
2018-01-01,Дальневосточный  федеральный округ,На 10 000 человек населения,97.5,53.3,58,282.9,114.0
2018-01-01,Республика Бурятия,На 10 000 человек населения,86.1,45.6,55,272.4,113.3
2018-01-01,Республика Саха (Якутия),На 10 000 человек населения,96.8,61.0,67,294.6,141.8
2018-01-01,Забайкальский край,На 10 000 человек населения,98.8,50.2,55,251.7,115.5
2018-01-01,Камчатский край,На 10 000 человек населения,109.6,54.0,60,287.7,122.8
2018-01-01,Приморский край,На 10 000 человек населения,99.4,50.5,48,258.8,87.8
2018-01-01,Хабаровский край ,На 10 000 человек населения,88.5,57.2,61,325.4,110.7
2018-01-01,Амурская область,На 10 000 человек населения,95.7,55.0,59,285.9,117.5
2018-01-01,Магаданская область,На 10 000 человек населения,118.6,63.8,80,438.7,165.2
2018-01-01,Сахалинская область,На 10 000 человек населения,113.8,58.1,63,255.3,135.6
2018-01-01,Еврейская автономная область,На 10 000 человек населения,121.1,36.2,76,283.2,121.8
2018-01-01,Чукотский автономный округ,На 10 000 человек населения,131.3,75.5,50,471.6,148.5
