date,region,stat,hosp_beds,doctors,abortion,clinics_capacity,nursing_staff
2015-01-01,Республика Мордовия,"Всего, тыс.",6.6,4.3,19,19.7,9.3
2015-01-01,Республика Татарстан,"Всего, тыс.",25.4,15.7,24,92.2,43.3
2015-01-01,Удмуртская Республика,"Всего, тыс.",14.1,8.4,27,42.2,19.6
2015-01-01,Чувашская Республика,"Всего, тыс.",10.4,6.1,30,40.1,14.1
2015-01-01,Пермский край,"Всего, тыс.",22.7,13.0,30,57.8,27.3
2015-01-01,Кировская область,"Всего, тыс.",11.7,5.8,38,36.4,15.6
2015-01-01,Нижегородская область ,"Всего, тыс.",29.1,15.4,26,94.6,37.0
2015-01-01,Оренбургская область,"Всего, тыс.",17.2,9.4,43,54.2,25.2
2015-01-01,Пензенская область,"Всего, тыс.",11.0,5.2,22,31.6,14.3
2015-01-01,Самарская область,"Всего, тыс.",25.1,14.6,21,79.2,30.8
2015-01-01,Саратовская область,"Всего, тыс.",24.5,12.1,22,68.7,26.9
2015-01-01,Ульяновская область,"Всего, тыс.",10.7,4.9,22,33.1,16.0
2015-01-01,Уральский  федеральный округ,"Всего, тыс.",101.6,53.1,32,343.9,143.0
2015-01-01,Курганская область,"Всего, тыс.",8.1,2.5,37,20.8,10.2
2015-01-01,Свердловская область ,"Всего, тыс.",39.3,18.4,37,124.0,47.9
2015-01-01,Тюменская область,"Всего, тыс.",27.4,18.4,31,94.5,48.0
2015-01-01,Ханты-Мансийский  автономный округ – Югра,"Всего, тыс.",12.8,8.7,29,39.7,25.1
2015-01-01,Ямало-Ненецкий  автономный округ,"Всего, тыс.",4.6,2.7,32,12.9,7.5
2015-01-01,Тюменская область без автономных округов,"Всего, тыс.",10.1,7.0,34,41.9,15.3
2015-01-01,Челябинская область,"Всего, тыс.",26.7,13.8,28,104.5,37.0
2015-01-01,Сибирский  федеральный округ,"Всего, тыс.",162.1,81.1,32,481.8,196.2
2015-01-01,Республика Алтай,"Всего, тыс.",1.7,1.0,40,6.7,2.8
2015-01-01,Республика Тыва,"Всего, тыс.",4.0,1.5,47,10.4,4.5
2015-01-01,Республика Хакасия,"Всего, тыс.",4.0,2.1,27,17.5,5.8
2015-01-01,Алтайский край,"Всего, тыс.",23.2,10.2,24,71.4,26.8
2015-01-01,Красноярский край,"Всего, тыс.",24.6,13.6,36,91.2,34.0
2015-01-01,Иркутская область,"Всего, тыс.",25.6,11.0,37,68.0,26.9
2015-01-01,Кемеровская область,"Всего, тыс.",24.4,11.7,35,78.0,31.2
2015-01-01,Новосибирская область ,"Всего, тыс.",27.2,14.2,36,63.9,28.9
2015-01-01,Омская область,"Всего, тыс.",16.2,10.0,19,48.8,23.9
2015-01-01,Томская область,"Всего, тыс.",11.3,5.8,28,25.8,11.4
2015-01-01,Дальневосточный  федеральный округ,"Всего, тыс.",83.5,42.5,35,226.0,93.3
2015-01-01,Республика Бурятия,"Всего, тыс.",8.7,4.5,37,25.9,11.3
2015-01-01,Республика Саха (Якутия),"Всего, тыс.",10.1,5.3,46,27.4,12.6
2015-01-01,Забайкальский край,"Всего, тыс.",11.0,5.3,34,24.8,11.9
2015-01-01,Камчатский край,"Всего, тыс.",3.8,1.7,27,8.9,4.0
2015-01-01,Приморский край,"Всего, тыс.",19.7,9.7,26,47.5,17.1
2015-01-01,Хабаровский край ,"Всего, тыс.",11.6,7.1,35,40.7,14.7
2015-01-01,Амурская область,"Всего, тыс.",8.3,4.5,37,25.4,9.4
2015-01-01,Магаданская область,"Всего, тыс.",1.7,0.9,46,6.3,2.4
2015-01-01,Сахалинская область,"Всего, тыс.",5.8,2.6,41,12.1,7.1
2015-01-01,Еврейская автономная область,"Всего, тыс.",2.1,0.6,47,4.4,2.0
2015-01-01,Чукотский автономный округ,"Всего, тыс.",0.7,0.3,39,2.4,0.7
2016-01-01,Приволжский  федеральный округ,"Всего, тыс.",241.5,133.0,25,789.0,326.1
2016-01-01,Республика Башкортостан,"Всего, тыс.",32.0,16.7,18,105.5,44.5
2016-01-01,Республика Марий Эл,"Всего, тыс.",5.7,2.4,38,21.9,7.2
2016-01-01,Республика Мордовия,"Всего, тыс.",6.5,4.3,20,20.0,9.1
2016-01-01,Республика Татарстан,"Всего, тыс.",25.3,15.6,24,93.4,43.4
2016-01-01,Удмуртская Республика,"Всего, тыс.",12.8,7.5,25,46.0,17.3
2016-01-01,Чувашская Республика,"Всего, тыс.",10.3,6.1,30,40.1,14.0
2016-01-01,Пермский край,"Всего, тыс.",22.2,13.0,27,60.4,27.3
2016-01-01,Кировская область,"Всего, тыс.",11.4,5.8,38,36.1,15.2
2016-01-01,Нижегородская область ,"Всего, тыс.",28.3,15.4,26,98.3,36.5
2016-01-01,Оренбургская область,"Всего, тыс.",17.0,9.3,41,54.2,24.9
2016-01-01,Пензенская область,"Всего, тыс.",10.8,5.3,22,33.2,14.2
2016-01-01,Самарская область,"Всего, тыс.",24.4,14.7,21,79.7,30.2
2016-01-01,Саратовская область,"Всего, тыс.",24.5,11.9,22,66.7,26.6
2016-01-01,Ульяновская область,"Всего, тыс.",10.3,5.0,23,33.5,15.8
2016-01-01,Уральский  федеральный округ,"Всего, тыс.",99.6,54.0,33,346.9,142.2
2016-01-01,Курганская область,"Всего, тыс.",7.7,2.5,40,21.4,9.9
2016-01-01,Свердловская область ,"Всего, тыс.",38.0,18.6,37,123.8,47.7
2016-01-01,Тюменская область,"Всего, тыс.",27.3,18.8,31,96.3,48.0
2016-01-01,Ханты-Мансийский  автономный округ – Югра,"Всего, тыс.",12.7,8.8,27,40.6,25.0
2016-01-01,Ямало-Ненецкий  автономный округ,"Всего, тыс.",4.4,2.7,35,13.4,7.5
2016-01-01,Тюменская область без автономных округов,"Всего, тыс.",10.2,7.4,34,42.3,15.5
2016-01-01,Челябинская область,"Всего, тыс.",26.7,14.1,27,105.4,36.5
2016-01-01,Сибирский  федеральный округ,"Всего, тыс.",160.1,81.7,33,488.4,195.1
2016-01-01,Республика Алтай,"Всего, тыс.",1.7,1.0,42,6.7,2.8
2016-01-01,Республика Тыва,"Всего, тыс.",3.8,1.6,45,10.4,4.8
2016-01-01,Республика Хакасия,"Всего, тыс.",3.9,2.2,25,17.4,5.8
2016-01-01,Алтайский край,"Всего, тыс.",22.9,10.2,25,72.3,26.4
2016-01-01,Красноярский край,"Всего, тыс.",24.2,13.7,37,93.2,34.0
2016-01-01,Иркутская область,"Всего, тыс.",25.4,11.3,38,69.6,26.7
2016-01-01,Кемеровская область,"Всего, тыс.",24.4,11.9,35,78.9,31.2
2016-01-01,Новосибирская область ,"Всего, тыс.",26.9,14.0,36,63.9,28.6
2016-01-01,Омская область,"Всего, тыс.",15.8,9.9,19,49.5,23.4
2016-01-01,Томская область,"Всего, тыс.",11.2,5.9,31,26.6,11.5
2016-01-01,Дальневосточный  федеральный округ,"Всего, тыс.",80.1,43.3,36,229.5,92.4
2016-01-01,Республика Бурятия,"Всего, тыс.",8.6,4.6,42,25.4,11.3
2016-01-01,Республика Саха (Якутия),"Всего, тыс.",9.5,5.4,46,28.4,12.6
2016-01-01,Забайкальский край,"Всего, тыс.",10.3,5.5,36,26.5,12.1
2016-01-01,Камчатский край,"Всего, тыс.",3.8,1.7,34,9.1,4.2
2016-01-01,Приморский край,"Всего, тыс.",19.3,9.6,27,48.1,16.9
2016-01-01,Хабаровский край ,"Всего, тыс.",11.3,7.7,34,44.2,14.4
2016-01-01,Амурская область,"Всего, тыс.",7.3,4.3,35,22.7,9.1
2016-01-01,Магаданская область,"Всего, тыс.",1.7,0.9,45,6.3,2.4
2016-01-01,Сахалинская область,"Всего, тыс.",5.7,2.7,41,12.0,6.6
2016-01-01,Еврейская автономная область,"Всего, тыс.",2.1,0.6,44,4.3,2.0
2016-01-01,Чукотский автономный округ,"Всего, тыс.",0.7,0.3,39,2.4,0.7
2017-01-01,Приволжский  федеральный округ,"Всего, тыс.",237.8,136.3,24,793.4,323.4
2017-01-01,Республика Башкортостан,"Всего, тыс.",31.7,17.1,18,106.2,44.1
2017-01-01,Республика Марий Эл,"Всего, тыс.",5.6,2.5,36,21.9,7.2
2017-01-01,Республика Мордовия,"Всего, тыс.",6.3,4.3,19,19.7,9.2
2017-01-01,Республика Татарстан,"Всего, тыс.",24.7,16.2,24,94.5,43.3
2017-01-01,Удмуртская Республика,"Всего, тыс.",12.3,7.7,24,41.6,16.3
2017-01-01,Чувашская Республика,"Всего, тыс.",10.2,6.1,27,40.8,13.8
2017-01-01,Пермский край,"Всего, тыс.",21.7,13.4,32,62.6,27.5
2017-01-01,Кировская область,"Всего, тыс.",11.2,6.1,34,37.0,14.9
2017-01-01,Нижегородская область ,"Всего, тыс.",28.4,15.1,24,94.6,35.6
2017-01-01,Оренбургская область,"Всего, тыс.",16.5,9.3,38,54.0,24.4
2017-01-01,Пензенская область,"Всего, тыс.",10.6,5.6,21,34.9,14.3
2017-01-01,Самарская область,"Всего, тыс.",23.6,15.3,19,83.0,30.4
2017-01-01,Саратовская область,"Всего, тыс.",24.9,12.4,20,68.0,26.8
2017-01-01,Ульяновская область,"Всего, тыс.",10.2,5.2,22,34.5,15.6
2017-01-01,Уральский  федеральный округ,"Всего, тыс.",97.3,55.6,30,352.7,141.5
2017-01-01,Курганская область,"Всего, тыс.",7.4,2.5,37,21.7,9.8
2017-01-01,Свердловская область ,"Всего, тыс.",36.8,18.2,34,124.4,46.7
2017-01-01,Тюменская область,"Всего, тыс.",27.0,20.0,29,96.4,49.4
2017-01-01,Ханты-Мансийский  автономный округ – Югра,"Всего, тыс.",12.6,9.3,25,39.9,25.5
2017-01-01,Ямало-Ненецкий  автономный округ,"Всего, тыс.",4.2,3.0,29,13.2,8.0
2017-01-01,Тюменская область без автономных округов,"Всего, тыс.",10.2,7.8,33,43.2,15.9
2017-01-01,Челябинская область,"Всего, тыс.",26.2,14.8,26,110.2,35.6
2017-01-01,Сибирский  федеральный округ,"Всего, тыс.",157.3,83.8,32,499.1,193.3
2017-01-01,Республика Алтай,"Всего, тыс.",1.6,1.0,42,6.7,2.8
2017-01-01,Республика Тыва,"Всего, тыс.",3.7,1.7,48,10.1,4.8
2017-01-01,Республика Хакасия,"Всего, тыс.",3.9,2.3,25,17.9,5.8
2017-01-01,Алтайский край,"Всего, тыс.",22.2,10.2,23,71.1,25.8
2017-01-01,Красноярский край,"Всего, тыс.",23.6,14.1,36,94.2,33.7
2017-01-01,Иркутская область,"Всего, тыс.",25.0,11.6,38,69.8,26.9
2017-01-01,Кемеровская область,"Всего, тыс.",24.4,12.0,34,81.0,30.5
2017-01-01,Новосибирская область ,"Всего, тыс.",26.5,14.8,36,70.6,28.7
2017-01-01,Омская область,"Всего, тыс.",15.5,10.0,20,50.6,23.1
2017-01-01,Томская область,"Всего, тыс.",11.1,6.0,30,26.9,11.2
2017-01-01,Дальневосточный  федеральный округ,"Всего, тыс.",80.6,44.1,34,232.9,93.7
2017-01-01,Республика Бурятия,"Всего, тыс.",8.5,4.6,39,26.2,11.2
2017-01-01,Республика Саха (Якутия),"Всего, тыс.",9.5,5.8,44,29.2,13.7
2017-01-01,Забайкальский край,"Всего, тыс.",10.6,5.6,34,27.2,12.4
2017-01-01,Камчатский край,"Всего, тыс.",3.7,1.7,29,9.0,3.9
2017-01-01,Приморский край,"Всего, тыс.",19.0,9.6,25,49.0,16.8
2017-01-01,Хабаровский край ,"Всего, тыс.",11.4,7.6,33,43.6,14.7
2017-01-01,Амурская область,"Всего, тыс.",7.6,4.4,31,23.1,9.4
2017-01-01,Магаданская область,"Всего, тыс.",1.8,0.9,39,6.2,2.4
2017-01-01,Сахалинская область,"Всего, тыс.",5.8,2.9,38,12.3,6.6
2017-01-01,Еврейская автономная область,"Всего, тыс.",2.0,0.6,43,4.4,2.0
2017-01-01,Чукотский автономный округ,"Всего, тыс.",0.7,0.4,34,2.5,0.7
2018-01-01,Приволжский  федеральный округ,"Всего, тыс.",235.3,136.1,21,801.5,315.5
2018-01-01,Республика Башкортостан,"Всего, тыс.",31.4,17.4,16,106.5,42.5
2018-01-01,Республика Марий Эл,"Всего, тыс.",5.5,2.5,31,21.7,7.1
2018-01-01,Республика Мордовия,"Всего, тыс.",6.3,4.3,15,20.6,8.9
2018-01-01,Республика Татарстан,"Всего, тыс.",24.7,16.5,20,94.2,42.9
2018-01-01,Удмуртская Республика,"Всего, тыс.",11.8,7.4,22,47.2,15.5
2018-01-01,Чувашская Республика,"Всего, тыс.",10.1,6.0,25,41.0,13.4
2018-01-01,Пермский край,"Всего, тыс.",21.3,13.3,30,59.3,26.8
2018-01-01,Кировская область,"Всего, тыс.",11.2,6.0,30,37.4,14.4
2018-01-01,Нижегородская область ,"Всего, тыс.",28.8,15.3,19,95.6,35.1
2018-01-01,Оренбургская область,"Всего, тыс.",15.8,9.2,34,54.5,23.5
2018-01-01,Пензенская область,"Всего, тыс.",10.5,5.6,16,34.2,13.8
2018-01-01,Самарская область,"Всего, тыс.",23.5,15.2,17,85.9,29.7
2018-01-01,Саратовская область,"Всего, тыс.",24.6,12.3,17,68.9,26.6
2018-01-01,Ульяновская область,"Всего, тыс.",9.9,5.2,20,34.5,15.3
2018-01-01,Уральский  федеральный округ,"Всего, тыс.",96.7,56.3,26,356.8,139.2
2018-01-01,Курганская область,"Всего, тыс.",7.2,2.5,31,21.8,9.6
2018-01-01,Свердловская область ,"Всего, тыс.",36.6,18.7,31,126.7,46.8
2018-01-01,Тюменская область,"Всего, тыс.",27.0,20.5,24,97.1,48.4
2018-01-01,Ханты-Мансийский  автономный округ – Югра,"Всего, тыс.",12.5,9.4,21,40.1,24.1
2018-01-01,Ямало-Ненецкий  автономный округ,"Всего, тыс.",4.2,3.0,24,13.3,7.8
2018-01-01,Тюменская область без автономных округов,"Всего, тыс.",10.3,8.2,28,43.7,16.4
2018-01-01,Челябинская область,"Всего, тыс.",25.8,14.6,22,111.3,34.4
2018-01-01,Сибирский  федеральный округ,"Всего, тыс.",154.7,84.0,27,499.9,188.0
2018-01-01,Республика Алтай,"Всего, тыс.",1.6,1.0,32,6.7,2.7
2018-01-01,Республика Тыва,"Всего, тыс.",3.7,1.7,34,9.9,4.8
2018-01-01,Республика Хакасия,"Всего, тыс.",3.8,2.3,20,18.2,5.6
2018-01-01,Алтайский край,"Всего, тыс.",21.5,10.0,20,71.1,24.6
2018-01-01,Красноярский край,"Всего, тыс.",23.3,14.3,31,93.2,34.0
2018-01-01,Иркутская область,"Всего, тыс.",23.5,11.7,30,70.8,26.5
2018-01-01,Кемеровская область,"Всего, тыс.",24.4,11.9,28,77.9,28.2
2018-01-01,Новосибирская область ,"Всего, тыс.",26.5,15.1,31,72.9,28.1
2018-01-01,Омская область,"Всего, тыс.",15.7,9.9,17,51.1,22.8
2018-01-01,Томская область,"Всего, тыс.",10.8,6.3,27,28.2,10.8
2018-01-01,Дальневосточный  федеральный округ,"Всего, тыс.",79.8,43.7,29,231.6,89.4
2018-01-01,Республика Бурятия,"Всего, тыс.",8.5,4.5,32,26.8,11.0
2018-01-01,Республика Саха (Якутия),"Всего, тыс.",9.4,5.9,37,28.5,13.3
2018-01-01,Забайкальский край,"Всего, тыс.",10.5,5.4,28,26.8,12.0
2018-01-01,Камчатский край,"Всего, тыс.",3.5,1.7,27,9.1,3.7
2018-01-01,Приморский край,"Всего, тыс.",18.9,9.6,21,49.2,15.9
2018-01-01,Хабаровский край ,"Всего, тыс.",11.7,7.6,29,43.0,13.4
2018-01-01,Амурская область,"Всего, тыс.",7.6,4.4,27,22.7,8.7
2018-01-01,Магаданская область,"Всего, тыс.",1.7,0.9,32,6.2,2.2
2018-01-01,Сахалинская область,"Всего, тыс.",5.6,2.8,33,12.5,6.5
2018-01-01,Еврейская автономная область,"Всего, тыс.",1.9,0.6,38,4.5,1.9
2018-01-01,Чукотский автономный округ,"Всего, тыс.",0.7,0.4,26,2.3,0.7
2005-01-01,Приволжский  федеральный округ,На 10 000 человек населения,111.7,46.7,127,236.2,115.5
2005-01-01,Республика Башкортостан,На 10 000 человек населения,96.4,41.7,102,235.1,111.8
2005-01-01,Республика Марий Эл,На 10 000 человек населения,124.7,34.1,123,304.5,121.9
2005-01-01,Республика Мордовия,На 10 000 человек населения,125.7,51.4,135,201.5,129.2
2005-01-01,Республика Татарстан,На 10 000 человек населения,107.1,44.9,126,226.8,114.2
2005-01-01,Удмуртская Республика,На 10 000 человек населения,125.1,56.9,138,260.2,125.4
2005-01-01,Чувашская Республика,На 10 000 человек населения,112.2,47.6,136,296.1,118.5
2005-01-01,Пермский край,На 10 000 человек населения,118.6,55.1,140,198.9,117.3
2005-01-01,Кировская область,На 10 000 человек населения,150.2,46.3,164,243.1,137.1
2005-01-01,Нижегородская область ,На 10 000 человек населения,128.5,44.5,132,239.2,104.7
2005-01-01,Оренбургская область,На 10 000 человек населения,127.1,50.2,167,255.2,129.9
2005-01-01,Пензенская область,На 10 000 человек населения,104.9,37.0,140,209.9,115.9
2005-01-01,Самарская область,На 10 000 человек населения,87.0,48.2,102,225.1,97.4
2005-01-01,Саратовская область,На 10 000 человек населения,105.5,52.7,102,240.3,113.2
2005-01-01,Ульяновская область,На 10 000 человек населения,96.4,35.5,125,245.0,129.3
2005-01-01,Уральский  федеральный округ,На 10 000 человек населения,110.1,42.5,134,268.4,115.3
2005-01-01,Курганская область,На 10 000 человек населения,115.3,27.7,139,214.0,122.5
2005-01-01,Свердловская область ,На 10 000 человек населения,109.1,42.4,137,263.2,111.4
2005-01-01,Тюменская область,На 10 000 человек населения,99.1,49.0,119,282.0,126.5
2005-01-01,Ханты-Мансийский  автономный округ – Югра,На 10 000 человек населения,100.0,49.2,115,268.0,136.8
2005-01-01,Ямало-Ненецкий  автономный округ,На 10 000 человек населения,116.0,53.0,133,243.9,141.5
2005-01-01,Тюменская область без автономных округов,На 10 000 человек населения,91.6,47.1,117,312.7,108.7
2005-01-01,Челябинская область,На 10 000 человек населения,120.1,40.5,147,277.1,107.7
2005-01-01,Сибирский  федеральный округ,На 10 000 человек населения,119.5,51.6,132,291.5,114.1
2005-01-01,Республика Алтай,На 10 000 человек населения,117.5,38.9,107,317.6,131.3
2005-01-01,Республика Тыва,На 10 000 человек населения,170.9,42.8,85,303.5,137.7
2005-01-01,Республика Хакасия,На 10 000 человек населения,108.4,37.8,117,323.2,106.3
2005-01-01,Алтайский край,На 10 000 человек населения,117.7,46.7,96,281.1,109.9
2005-01-01,Красноярский край,На 10 000 человек населения,113.6,50.3,158,309.5,114.4
2005-01-01,Иркутская область,На 10 000 человек населения,124.5,47.5,128,253.6,110.3
2005-01-01,Кемеровская область,На 10 000 человек населения,104.4,47.0,124,248.0,108.5
2005-01-01,Новосибирская область ,На 10 000 человек населения,131.8,61.7,171,402.3,115.9
2005-01-01,Омская область,На 10 000 человек населения,121.4,55.8,123,233.7,128.4
2005-01-01,Томская область,На 10 000 человек населения,125.0,67.3,143,278.9,109.2
2005-01-01,Дальневосточный  федеральный округ,На 10 000 человек населения,126.0,52.3,136,252.4,111.8
2005-01-01,Республика Бурятия,На 10 000 человек населения,105.7,38.6,107,228.4,108.9
2005-01-01,Республика Саха (Якутия),На 10 000 человек населения,152.6,49.3,124,272.9,135.1
2005-01-01,Забайкальский край,На 10 000 человек населения,139.1,52.5,99,228.7,116.4
2005-01-01,Камчатский край,На 10 000 человек населения,169.5,53.2,157,296.9,130.2
2005-01-01,Приморский край,На 10 000 человек населения,96.1,53.5,125,220.3,86.9
2005-01-01,Хабаровский край ,На 10 000 человек населения,110.6,60.5,156,265.4,104.9
2005-01-01,Амурская область,На 10 000 человек населения,144.2,60.7,201,282.5,124.7
2005-01-01,Магаданская область,На 10 000 человек населения,174.7,55.2,158,384.7,150.6
2005-01-01,Сахалинская область,На 10 000 человек населения,146.9,44.0,162,259.2,127.0
2005-01-01,Еврейская автономная область,На 10 000 человек населения,151.9,37.0,153,211.2,117.8
2005-01-01,Чукотский автономный округ,На 10 000 человек населения,241.8,78.8,122,581.8,143.5
2010-01-01,Приволжский  федеральный округ,На 10 000 человек населения,91.9,47.2,72,245.0,115.5
2010-01-01,Республика Башкортостан,На 10 000 человек населения,86.2,42.2,50,239.9,111.8
2010-01-01,Республика Марий Эл,На 10 000 человек населения,111.5,33.5,86,292.3,121.9
2010-01-01,Республика Мордовия,На 10 000 человек населения,105.9,51.8,92,213.6,129.2
2010-01-01,Республика Татарстан,На 10 000 человек населения,77.6,44.2,63,223.9,114.2
2010-01-01,Удмуртская Республика,На 10 000 человек населения,102.0,58.5,72,278.5,125.4
2010-01-01,Чувашская Республика,На 10 000 человек населения,89.4,47.6,73,300.8,118.5
2010-01-01,Пермский край,На 10 000 человек населения,87.3,54.2,78,210.6,117.3
2010-01-01,Кировская область,На 10 000 человек населения,111.1,48.9,110,254.1,137.1
2010-01-01,Нижегородская область ,На 10 000 человек населения,102.9,47.6,69,255.6,104.7
2010-01-01,Оренбургская область,На 10 000 человек населения,103.1,52.2,100,270.0,129.9
2010-01-01,Пензенская область,На 10 000 человек населения,91.4,39.2,84,217.3,115.9
2010-01-01,Самарская область,На 10 000 человек населения,82.1,47.7,59,239.0,97.4
2010-01-01,Саратовская область,На 10 000 человек населения,91.3,52.0,73,250.7,113.2
2010-01-01,Ульяновская область,На 10 000 человек населения,91.6,36.2,72,251.3,129.3
2010-01-01,Уральский  федеральный округ,На 10 000 человек населения,94.0,46.0,82,275.3,115.3
2010-01-01,Курганская область,На 10 000 человек населения,97.7,29.7,96,237.0,122.5
2010-01-01,Свердловская область ,На 10 000 человек населения,101.6,45.7,93,279.2,111.4
2010-01-01,Тюменская область,На 10 000 человек населения,83.5,53.9,70,267.0,126.5
2010-01-01,Ханты-Мансийский  автономный округ – Югра,На 10 000 человек населения,83.8,55.2,61,253.8,136.8
2010-01-01,Ямало-Ненецкий  автономный округ,На 10 000 человек населения,99.6,51.2,82,206.5,141.5
2010-01-01,Тюменская область без автономных округов,На 10 000 человек населения,76.8,53.5,76,305.8,108.7
2010-01-01,Челябинская область,На 10 000 человек населения,94.0,43.0,77,288.6,107.7
2010-01-01,Сибирский  федеральный округ,На 10 000 человек населения,104.6,52.4,82,281.1,114.1
2010-01-01,Республика Алтай,На 10 000 человек населения,92.5,43.5,75,301.5,131.3
2010-01-01,Республика Тыва,На 10 000 человек населения,143.9,45.6,56,329.2,137.7
2010-01-01,Республика Хакасия,На 10 000 человек населения,90.6,38.1,76,322.3,106.3
2010-01-01,Алтайский край,На 10 000 человек населения,112.1,48.7,66,347.8,109.9
2010-01-01,Красноярский край,На 10 000 человек населения,102.1,53.7,91,301.6,114.4
2010-01-01,Иркутская область,На 10 000 человек населения,108.7,49.9,79,282.4,110.3
2010-01-01,Кемеровская область,На 10 000 человек населения,92.7,47.7,88,248.9,108.5
2010-01-01,Новосибирская область ,На 10 000 человек населения,109.1,58.3,105,254.0,115.9
2010-01-01,Омская область,На 10 000 человек населения,99.2,53.9,56,237.1,128.4
2010-01-01,Томская область,На 10 000 человек населения,113.5,69.1,90,266.2,109.2
2010-01-01,Дальневосточный  федеральный округ,На 10 000 человек населения,108.4,54.2,86,255.6,111.8
2010-01-01,Республика Бурятия,На 10 000 человек населения,97.0,41.3,73,228.9,108.9
2010-01-01,Республика Саха (Якутия),На 10 000 человек населения,114.9,57.1,80,270.0,135.1
2010-01-01,Забайкальский край,На 10 000 человек населения,116.6,56.1,68,247.7,116.4
2010-01-01,Камчатский край,На 10 000 человек населения,127.9,49.3,103,274.5,130.2
2010-01-01,Приморский край,На 10 000 человек населения,91.7,52.7,74,224.9,86.9
2010-01-01,Хабаровский край ,На 10 000 человек населения,97.3,61.1,103,272.8,104.9
2010-01-01,Амурская область,На 10 000 человек населения,114.7,62.8,106,280.2,124.7
2010-01-01,Магаданская область,На 10 000 человек населения,148.8,55.6,129,389.4,150.6
2010-01-01,Сахалинская область,На 10 000 человек населения,142.2,49.1,115,257.5,127.0
2010-01-01,Еврейская автономная область,На 10 000 человек населения,141.1,35.4,102,236.2,117.8
2010-01-01,Чукотский автономный округ,На 10 000 человек населения,171.2,76.7,75,504.3,143.5
2014-01-01,Приволжский  федеральный округ,На 10 000 человек населения,86.6,46.7,51,262.2,112.3
2014-01-01,Республика Башкортостан,На 10 000 человек населения,80.7,42.7,33,255.6,110.9
2014-01-01,Республика Марий Эл,На 10 000 человек населения,95.7,35.0,60,309.4,119.5
2014-01-01,Республика Мордовия,На 10 000 человек населения,93.0,54.0,61,244.3,119.1
2014-01-01,Республика Татарстан,На 10 000 человек населения,65.9,42.1,45,264.7,106.5
2014-01-01,Удмуртская Республика,На 10 000 человек населения,99.9,53.7,51,280.0,122.2
2014-01-01,Чувашская Республика,На 10 000 человек населения,85.4,48.6,56,313.8,114.9
2014-01-01,Пермский край,На 10 000 человек населения,89.8,50.9,59,216.9,109.8
2014-01-01,Кировская область,На 10 000 человек населения,95.3,46.2,73,278.7,129.9
2014-01-01,Нижегородская область ,На 10 000 человек населения,98.2,49.2,55,277.1,109.8
2014-01-01,Оренбургская область,На 10 000 человек населения,89.5,49.7,76,273.5,130.5
2014-01-01,Пензенская область,На 10 000 человек населения,83.8,40.3,54,238.2,111.6
2014-01-01,Самарская область,На 10 000 человек населения,82.8,46.3,43,246.1,93.2
2014-01-01,Саратовская область,На 10 000 человек населения,95.3,53.2,52,270.9,110.8
2014-01-01,Ульяновская область,На 10 000 человек населения,90.2,40.0,46,262.0,127.8
2014-01-01,Уральский  федеральный округ,На 10 000 человек населения,84.8,44.7,59,283.3,116.3
2014-01-01,Курганская область,На 10 000 человек населения,96.3,30.2,69,246.3,123.6
2014-01-01,Свердловская область ,На 10 000 человек населения,93.6,43.8,68,295.7,112.2
2014-01-01,Тюменская область,На 10 000 человек населения,76.5,51.3,53,262.0,129.5
2014-01-01,Ханты-Мансийский  автономный округ – Югра,На 10 000 человек населения,77.3,53.3,50,247.8,149.4
2014-01-01,Ямало-Ненецкий  автономный округ,На 10 000 человек населения,85.3,47.2,57,211.1,139.5
2014-01-01,Тюменская область без автономных округов,На 10 000 человек населения,72.2,50.7,55,297.3,102.8
2014-01-01,Челябинская область,На 10 000 человек населения,79.6,42.5,53,299.1,106.7
2014-01-01,Сибирский  федеральный округ,На 10 000 человек населения,96.6,50.3,61,282.4,111.8
2014-01-01,Республика Алтай,На 10 000 человек населения,79.7,46.8,54,312.1,139.3
2014-01-01,Республика Тыва,На 10 000 человек населения,131.3,46.9,55,339.0,138.9
2014-01-01,Республика Хакасия,На 10 000 человек населения,78.4,40.0,60,327.4,112.2
2014-01-01,Алтайский край,На 10 000 человек населения,100.8,44.9,47,298.8,109.2
2014-01-01,Красноярский край,На 10 000 человек населения,89.5,50.1,68,321.5,121.0
2014-01-01,Иркутская область,На 10 000 человек населения,111.1,49.0,64,283.9,111.5
2014-01-01,Кемеровская область,На 10 000 человек населения,88.0,45.9,76,295.3,107.0
2014-01-01,Новосибирская область ,На 10 000 человек населения,99.1,55.8,73,239.0,106.7
2014-01-01,Омская область,На 10 000 человек населения,89.0,54.6,33,240.8,113.8
2014-01-01,Томская область,На 10 000 человек населения,105.2,61.2,56,248.9,101.8
2014-01-01,Дальневосточный  федеральный округ,На 10 000 человек населения,105.2,52.9,65,277.9,111.0
2014-01-01,Республика Бурятия,На 10 000 человек населения,94.2,44.3,57,262.3,112.3
2014-01-01,Республика Саха (Якутия),На 10 000 человек населения,111.7,56.9,68,283.1,132.5
2014-01-01,Забайкальский край,На 10 000 человек населения,109.5,52.2,56,276.5,117.2
2014-01-01,Камчатский край,На 10 000 человек населения,121.9,52.6,58,279.9,118.6
2014-01-01,Приморский край,На 10 000 человек населения,102.6,52.3,53,246.2,82.5
2014-01-01,Хабаровский край ,На 10 000 человек населения,89.5,56.4,73,312.7,103.8
