Raion;Obekt;Sdacha;Etajnosty;Tip;Lest;Obekt;Etaj;S_obshch;S_zhil;S_kukh;S_Komnaty;Otdelka;S\u;Balk;TCena;za_m2;Baz_tcena;Prodavetc;Obnovleno,,,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;1;2K;7;54.5;21.9;15.1;9,50 + 12,40;P/Kl;S;L;7033644;129058;7815160;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;1;2K;8;54.5;21.9;15.1;9,50 + 12,40;P/Kl;S;L;7043184;129233;7825760;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;1;2K;14;56.3;22.8;14.8;11,00 + 11,80;P/Kl;R;L;6965397;123719;7739330;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;1;2K;6;56.3;22.8;14.8;11,00 + 11,80;P/Kl;R;L;6886557;122319;7651730;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;1;2K;2;56.8;22.8;14.8;11,00 + 11,80;P/Kl;R;L;6907950;121619;7675500;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;1;2K;16;65.5;28.7;16.7;13,20 + 15,50;P/Kl;2;B;8189595;125032;9099550;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;1;2K;4;65.5;28.7;16.7;13,20 + 15,50;P/Kl;2;B;8040555;122757;8933950;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;1;2K;12;68.4;34.2;16.7;20,00 + 14,20;P/Kl;R;B;8193024;119781;9103360;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;1;2K;3;68.4;34.2;16.7;20,00 + 14,20;P/Kl;R;B;8085276;118206;8983640;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;1;2K;4;68.4;34.2;16.7;20,00 + 14,20;P/Kl;R;B;8097246;118381;8996940;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;1;2K;2;69.2;34.2;16.7;20,00 + 14,20;P/Kl;R;B;8167734;118031;9075260;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;2;2K;14;53.2;25.9;12;12,40 + 13,50;CHern;R;L;6345855;119283;7050950;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;3;2K;17;65.2;32.4;16.6;16,00 + 16,40;CHern;2;L;7657425;117445;8508250;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;3;2K;5;65.2;32.4;16.6;16,00 + 16,40;CHern;2;L;6949881;106593;7722090;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;3;2K;13;66;33.5;15;15,40 + 18,10;CHern;R;L;6971625;105631;7746250;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;3;2K;15;66;33.5;15;15,40 + 18,10;CHern;R;L;6994728;105981;7771920;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;3;2K;17;66;33.5;15;18,10 + 15,40;CHern;R;L;7364394;111582;8182660;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;3;2K;2;66;32.4;16.6;16,00 + 16,40;CHern;2;L;7000506;106068;7778340;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;3;2K;4;66;33.5;15;15,40 + 18,10;CHern;R;L;6867657;104055;7630730;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;3;2K;2;66.8;33.5;15.4;18,10 + 15,40;CHern;R;L;6693678;100205;7437420;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;4;2K;17;59.8;31.3;11.3;16,20 + 15,10;CHern;2;L;7227324;120858;8030360;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;5;2K;17;57.7;26.7;15;13,00 + 13,70;CHern;2;B;7074513;122609;7860570;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;5;2K;5;57.7;26.7;15;13,00 + 13,70;CHern;2;B;6448365;111757;7164850;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;5;2K;5;57.8;28.2;12.7;13,30 + 14,90;CHern;R;B;6636582;114820;7373980;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;5;2K;2;58.7;28.2;12.7;14,90 + 13,30;CHern;R;B;6709095;114295;7454550;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;5;2K;17;65.6;33.5;14.8;18,10 + 15,40;CHern;R;L;7204941;109831;8005490;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;5;2K;17;66;31.4;16.3;15,90 + 15,50;CHern;2;L;7710948;116833;8567720;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;5;2K;4;66;31.4;16.3;15,50 + 15,90;CHern;2;L;6983172;105806;7759080;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;5;2K;2;66.5;31.4;16.2;15,50 + 15,90;CHern;2;L;7012800;105456;7792000;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;6;2K;11;68.5;27.4;22.9;13,70 + 13,70;P/Kl;2;L;8372862;122232;9303180;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;6;2K;13;68.5;27.4;22.9;13,70 + 13,70;P/Kl;2;L;8396838;122582;9329820;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;6;2K;15;68.5;27.4;22.9;13,70 + 13,70;P/Kl;2;L;8420814;122932;9356460;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;6;2K;5;68.5;27.4;22.9;13,70 + 13,70;P/Kl;2;L;8300925;121181;9223250;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;6;2K;9;68.5;27.4;22.9;13,70 + 13,70;P/Kl;2;L;8348877;121881;9276530;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;6;2K;2;68.8;27.4;22.9;13,70 + 13,70;P/Kl;2;L;8060310;117156;8955900;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;7;2K;10;62.8;30.2;16.4;15,30 + 14,90;CHern;2;L;6985350;111232;7761500;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;7;2K;6;62.8;30.2;16.4;15,30 + 14,90;CHern;2;L;6941376;110531;7712640;LenSpetcSMU;17.06.2019,
Kalininskii;Dom na Bliukhera;I kv. 2020;17;K/M;7;2K;17;63.5;29.6;14.5;14,00 + 15,60;CHern;R;L;7085439;111582;7872710;LenSpetcSMU;17.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;10;56.74;30.3;11;17,80 + 12,50;CHern;R;B;3650000;64329;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;11;56.74;30.3;11;17,80 + 12,50;CHern;R;B;3650000;64329;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;12;56.74;30.3;11;17,80 + 12,50;CHern;R;B;3650000;64329;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;13;56.74;30.3;11;17,80 + 12,50;CHern;R;B;3650000;64329;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;14;56.74;30.3;11;17,80 + 12,50;CHern;R;B;3650000;64329;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;15;56.74;30.3;11;17,80 + 12,50;CHern;R;B;3650000;64329;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;16;56.74;30.3;11;17,80 + 12,50;CHern;R;B;3650000;64329;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;3;56.74;30.3;11;17,80 + 12,50;CHern;R;B;3650000;64329;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;4;56.74;30.3;11;17,80 + 12,50;CHern;R;B;3650000;64329;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;7;56.74;30.3;11;17,80 + 12,50;CHern;R;B;3650000;64329;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;8;56.74;30.3;11;17,80 + 12,50;CHern;R;B;3650000;64329;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;9;56.74;30.3;11;17,80 + 12,50;CHern;R;B;3650000;64329;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;10;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;10;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;11;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;12;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;12;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;13;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;13;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;14;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;14;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;15;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;15;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;16;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;16;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3550000;62346;3550000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;3;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;3;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;4;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;4;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;5;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;6;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;6;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;7;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;7;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;8;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;8;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;9;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;9;56.94;29.8;10.8;12,20 + 17,60;CHern;R;B;3650000;64103;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;2;57.24;30.3;11;17,80 + 12,50;CHern;R;B;3650000;63767;3650000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;10;57.44;28;19.7;13,40 + 14,60;CHern;S;B;3750000;65286;3750000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;11;57.44;28;19.7;13,40 + 14,60;CHern;S;B;3750000;65286;3750000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;12;57.44;28;19.7;13,40 + 14,60;CHern;S;B;3750000;65286;3750000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;13;57.44;28;19.7;13,40 + 14,60;CHern;S;B;3750000;65286;3750000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;14;57.44;28;19.7;13,40 + 14,60;CHern;S;B;3750000;65286;3750000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;15;57.44;28;19.7;13,40 + 14,60;CHern;S;B;3750000;65286;3750000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;16;57.44;28;19.7;13,40 + 14,60;CHern;S;B;3750000;65286;3750000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;3;57.44;28;19.7;13,40 + 14,60;CHern;S;B;3750000;65286;3750000;Gazprombank-Invest;18.06.2019,
Lomonosovskii;Veter peremen;I kv. 2020;16;MN;1;2K;4;57.44;28;19.7;13,40 + 14,60;CHern;S;B;3750000;65286;3750000;Gazprombank-Invest;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;1;2K;12;55.08;30.44;11.86;15,37 + 15,07;P/CHist;R;L;5122440;93000;5177520;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;1;2K;14;55.08;30.44;11.86;15,37 + 15,07;P/CHist;R;L;5122440;93000;5177520;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;1;2K;11;66.91;34.5;17.31;17,26 + 17,24;P/CHist;R;L;6088810;91000;6155720;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;1;2K;13;66.91;34.5;17.31;17,26 + 17,24;P/CHist;R;L;6088810;91000;6155720;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;1;2K;15;66.91;34.5;17.31;17,26 + 17,24;P/CHist;R;L;6088810;91000;6155720;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;1;2K;16;66.91;34.5;17.31;17,26 + 17,24;P/CHist;R;L;6088810;91000;6155720;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;1;2K;2;66.91;34.5;17.31;17,26 + 17,24;P/CHist;R;L;6021900;90000;6088810;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;1;2K;3;66.91;34.5;17.31;17,26 + 17,24;P/CHist;R;L;6021900;90000;6088810;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;1;2K;4;66.91;34.5;17.31;17,26 + 17,24;P/CHist;R;L;6021900;90000;6088810;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;1;2K;5;66.91;34.5;17.31;17,26 + 17,24;P/CHist;R;L;6088810;91000;6155720;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;1;2K;6;66.91;34.5;17.31;17,26 + 17,24;P/CHist;R;L;6088810;91000;6155720;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;1;2K;7;66.91;34.5;17.31;17,26 + 17,24;P/CHist;R;L;6088810;91000;6155720;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;1;2K;1;68.6;34.5;17.31;17,26 + 17,24;P/CHist;R;L;6105400;89000;6174000;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;2;2K;1;67.97;28.63;18.64;15,76 + 12,87;P/CHist;2;L;5743465;84500;5811435;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;2;2K;11;72.04;31.68;22.53;14,26 + 17,42;P/CHist;2;L;6303500;87500;6375540;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;2;2K;12;72.04;31.68;22.53;14,26 + 17,42;P/CHist;2;L;6303500;87500;6375540;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;2;2K;13;72.04;31.68;22.53;14,26 + 17,42;P/CHist;2;L;6303500;87500;6375540;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;2;2K;15;72.04;31.68;22.53;14,26 + 17,42;P/CHist;2;L;6303500;87500;6375540;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;2;2K;2;72.61;31.68;22.53;14,26 + 17,42;P/CHist;2;L;6280765;86500;6353375;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;2;2K;1;73.85;31.68;22.53;14,26 + 17,42;P/CHist;2;L;6240325;84500;6314175;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;3;2K;1;67.72;29.84;21.21;15,18 + 14,66;P/CHist;R;L;5790060;85500;5857780;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;3;2K;10;70.27;33.77;19.03;17,68 + 16,09;P/CHist;R;L;6499975;92500;6570245;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;3;2K;12;70.27;33.77;19.03;17,68 + 16,09;P/CHist;R;L;6499975;92500;6570245;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;3;2K;16;70.27;33.77;19.03;17,68 + 16,09;P/CHist;R;L;6499975;92500;6570245;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;3;2K;2;70.27;33.77;19.03;17,68 + 16,09;P/CHist;R;L;6359435;90500;6429705;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;3;2K;3;70.27;33.77;19.03;17,68 + 16,09;P/CHist;R;L;6359435;90500;6429705;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;3;2K;4;70.27;33.77;19.03;17,68 + 16,09;P/CHist;R;L;6429705;91500;6499975;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;3;2K;5;70.27;33.77;19.03;17,68 + 16,09;P/CHist;R;L;6429705;91500;6499975;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;3;2K;6;70.27;33.77;19.03;17,68 + 16,09;P/CHist;R;L;6499975;92500;6570245;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;3;2K;7;70.27;33.77;19.03;17,68 + 16,09;P/CHist;R;L;6499975;92500;6570245;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;3;2K;8;70.27;33.77;19.03;17,68 + 16,09;P/CHist;R;L;6499975;92500;6570245;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;3;2K;9;70.27;33.77;19.03;17,68 + 16,09;P/CHist;R;L;6499975;92500;6570245;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;4;2K;2;64.5;29.68;19.72;14,94 + 14,74;P/CHist;R;L;5740500;89000;5805000;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;4;2K;1;65.81;29.68;19.72;14,94 + 14,74;P/CHist;R;L;5791280;88000;5857090;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;4;2K;10;68.35;31.71;20.6;17,03 + 14,68;P/CHist;R;L;6117325;89500;6185675;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;4;2K;11;68.35;31.71;20.6;17,03 + 14,68;P/CHist;R;L;6117325;89500;6185675;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;4;2K;12;68.35;31.71;20.6;17,03 + 14,68;P/CHist;R;L;6117325;89500;6185675;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;4;2K;13;68.35;31.71;20.6;17,03 + 14,68;P/CHist;R;L;6117325;89500;6185675;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;4;2K;14;68.35;31.71;20.6;17,03 + 14,68;P/CHist;R;L;6117325;89500;6185675;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;4;2K;15;68.35;31.71;20.6;17,03 + 14,68;P/CHist;R;L;6117325;89500;6185675;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;4;2K;16;68.35;31.71;20.6;17,03 + 14,68;P/CHist;R;L;6117325;89500;6185675;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;4;2K;17;68.35;31.71;20.6;17,03 + 14,68;P/CHist;R;L;6117325;89500;6185675;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;4;2K;2;68.35;31.71;20.6;17,03 + 14,68;P/CHist;R;L;6048975;88500;6117325;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;4;2K;7;68.35;31.71;20.6;17,03 + 14,68;P/CHist;R;L;6117325;89500;6185675;InterGrupp;18.06.2019,
Moskovskii;Dve Stolitcy;I kv. 2020;17;MK;4;2K;9;68.35;31.71;20.6;17,03 + 14,68;P/CHist;R;L;6117325;89500;6185675;InterGrupp;18.06.2019,
TCentralnyi;YES Marata;I kv. 2020;10;K/M;A1;2A;9;70.25;25.5;22.5;12,00 + 13,50;P/Kl;S;L;13836300;196958;13836300;Pioner;14.06.2019,
TCentralnyi;YES Marata;I kv. 2020;10;K/M;A1;2A;9;94.9;35.5;24.4;15,3 + 20,20;P/Kl;S;L;18691314;196958;18691314;Pioner;14.06.2019,
TCentralnyi;YES Marata;I kv. 2020;10;K/M;A1;2K;8;96.82;31.5;26.5;15,20 + 16,30;P/Kl;2;L;19069474;196958;19069474;Pioner;14.06.2019,
TCentralnyi;YES Marata;I kv. 2020;10;K/M;A3;2K;9;179.56;31.8;57;17.10 + 14.70;P/Kl;2;T;35365778;196958;35365778;Pioner;14.06.2019,,,
TCentralnyi;YES Marata;I kv. 2020;10;K/M;B;2A;3;63.8;22.1;24.1;11.80 + 10.30;P/Kl;2;-;9693708;151939;9693708;Pioner;14.06.2019,,,
TCentralnyi;YES Marata;I kv. 2020;10;K/M;B;2A;4;63.8;22.1;24.1;11.80 + 10.30;P/Kl;2;-;9735944;152601;9735944;Pioner;14.06.2019,,,
TCentralnyi;YES Marata;I kv. 2020;10;K/M;B;2A;5;63.8;22.1;24.1;11.80 + 10.30;P/Kl;2;-;9778179;153263;9778179;Pioner;14.06.2019,,,
TCentralnyi;YES Marata;I kv. 2020;10;K/M;B;2A;6;63.8;22.1;24.1;11.80 + 10.30;P/Kl;2;-;9820351;153924;9820351;Pioner;14.06.2019,,,
TCentralnyi;YES Marata;I kv. 2020;10;K/M;B;2A;7;63.8;22.1;24.1;11.80 + 10.30;P/Kl;2;-;9862587;154586;9862587;Pioner;14.06.2019,,,
TCentralnyi;YES Marata;I kv. 2020;10;K/M;B;2A;8;63.8;22.1;24.1;11.80 + 10.30;P/Kl;2;-;9904822;155248;9904822;Pioner;14.06.2019,,,
TCentralnyi;YES Marata;I kv. 2020;10;K/M;V;2A;3;63.8;22.1;24.1;11,80 + 10,30;P/Kl;2;-;9693708;151939;9693708;Pioner;14.06.2019,
TCentralnyi;YES Marata;I kv. 2020;10;K/M;V;2A;4;63.8;22.1;24.1;11,80 + 10,30;P/Kl;2;-;9735944;152601;9735944;Pioner;14.06.2019,
TCentralnyi;YES Marata;I kv. 2020;10;K/M;V;2A;5;63.8;22.1;24.1;11,80 + 10,30;P/Kl;2;-;9778179;153263;9778179;Pioner;14.06.2019,
TCentralnyi;YES Marata;I kv. 2020;10;K/M;V;2A;6;63.8;22.1;24.1;11,80 + 10,30;P/Kl;2;-;9820351;153924;9820351;Pioner;14.06.2019,
