Raion;Obekt;Sdacha;Etajnosty;Tip;Lest;Obekt;Etaj;S_obshch;S_zhil;S_kukh;S_Komnaty;Otdelka;S\u;Balk;TCena;za_m2;Baz_tcena;Prodavetc;Obnovleno,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;6;1K;12;35.95;10.13;17.06;10.13;CHern;S;B;4529700;126000;5267035;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;6;1K;14;35.95;10.13;17.06;10.13;CHern;S;B;4529700;126000;5267035;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;6;1K;18;35.95;10.13;17.06;10.13;CHern;S;B;4493750;125000;5225333;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;6;1K;2;36.87;10.13;17.55;10.13;CHern;S;B;4553445;123500;5294901;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;5;1K;2;34.27;14.77;11.45;14.77;CHern;S;-;4318020;126000;5020898;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;5;1K;3;36.75;15.68;11.92;15.68;CHern;S;L;4538625;123500;5277668;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;5;1K;4;35.7;15.68;11.92;15.68;CHern;S;L;4480350;125500;5209701;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;5;1K;6;35.7;15.68;11.92;15.68;CHern;S;L;4516050;126500;5251113;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;5;1K;7;35.7;15.68;11.92;15.68;CHern;S;L;4516050;126500;5251113;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;5;1K;8;35.7;15.68;11.92;15.68;CHern;S;L;4516050;126500;5251113;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;5;1K;10;35.7;15.68;11.92;15.68;CHern;S;L;4516050;126500;5251113;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;5;1K;11;35.7;15.68;11.92;15.68;CHern;S;L;4498200;126000;5230407;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;5;1K;12;35.7;15.68;11.92;15.68;CHern;S;L;4498200;126000;5230407;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;5;1K;13;35.7;15.68;11.92;15.68;CHern;S;L;4498200;126000;5230407;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;5;1K;18;35.7;15.68;11.92;15.68;CHern;S;L;4462500;125000;5188995;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;5;1K;19;35.7;15.68;11.92;15.68;CHern;S;L;4462500;125000;5188995;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;5;1K;20;35.7;15.68;11.92;15.68;CHern;S;L;4444650;124500;5168289;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;5;1K;21;35.7;15.68;11.92;15.68;CHern;S;L;4444650;124500;5168289;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;5;1K;23;35.7;15.68;11.92;15.68;CHern;S;L;4444650;124500;5168289;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;5;1K;13;43.41;11.73;20.07;11.73;CHern;S;B;5447955;125500;6334821;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;5;1K;14;43.41;11.73;20.07;11.73;CHern;S;B;5447955;125500;6334821;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;5;1K;17;43.41;11.73;20.07;11.73;CHern;S;B;5404545;124500;6284466;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;5;1K;21;43.41;11.73;20.07;11.73;CHern;S;B;5382840;124000;6259288;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;5;1K;3;43.41;11.73;20.07;11.73;CHern;S;B;5404545;124500;6284466;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Zvezdnyi duet;III kv. 2020;24;MN;5;1K;18;43.41;11.73;20.07;11.73;CHern;S;B;5404545;124500;6284466;LSR-Nedvizh...;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;10;1K;1;29.36;13.41;8.59;13.41;P/Kl;S;-;3318377;113024;4271880;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;10;1K;11;32.06;13.47;8.1;13.47;P/Kl;S;B;3364060;104930;4266405;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;10;1K;12;32.06;13.47;8.1;13.47;P/Kl;S;B;3364060;3364060;3364060;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;10;1K;12;32.06;13.47;8.1;13.47;P/Kl;S;B;3341407;104224;4237675;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;10;1K;13;32.06;13.47;8.1;13.47;P/Kl;S;B;3364060;104930;4266405;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;10;1K;14;32.06;13.47;8.1;13.47;P/Kl;S;B;3341407;3341407;3341407;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;10;1K;15;32.06;13.47;8.1;13.47;P/Kl;S;B;3364060;3364060;3364060;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;10;1K;15;32.06;13.47;8.1;13.47;P/Kl;S;B;3341407;3341407;3341407;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;10;1K;3;32.06;13.47;8.1;13.47;P/Kl;S;B;3364060;3364060;3364060;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;10;1K;3;32.06;13.47;8.1;13.47;P/Kl;S;B;3341407;104224;4237675;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;10;1K;6;32.06;13.47;8.1;13.47;P/Kl;S;B;3364060;3364060;3364060;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;10;1K;6;32.06;13.47;8.1;13.47;P/Kl;S;B;3341407;3341407;3341407;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;10;1K;7;32.06;13.47;8.1;13.47;P/Kl;S;B;3341407;104224;4237675;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;10;1K;8;32.06;13.47;8.1;13.47;P/Kl;S;B;3341407;3341407;3341407;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;10;1K;9;32.06;13.47;8.1;13.47;P/Kl;S;B;3364060;3364060;3364060;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;10;1K;2;32.61;13.47;8.65;13.47;P/Kl;S;B;3416917;104781;4333440;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;10;1K;13;39.49;11.11;16.84;11.11;P/Kl;S;B;4048727;4048727;4048727;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;10;1K;13;39.49;11.11;16.84;11.11;P/Kl;S;B;3934678;99637;4990080;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;10;1K;4;39.49;11.11;16.84;11.11;P/Kl;S;B;4048727;102525;5134720;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;10;1K;4;39.49;11.11;16.84;11.11;P/Kl;S;B;3934678;3934678;3934678;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;10;1K;5;39.49;11.11;16.84;11.11;P/Kl;S;B;3934678;3934678;3934678;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;10;1K;7;39.49;11.11;16.84;11.11;P/Kl;S;B;4048727;4048727;4048727;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;10;1K;8;39.49;11.11;16.84;11.11;P/Kl;S;B;3934678;3934678;3934678;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;10;1K;3;40.17;11.11;17.2;11.11;P/Kl;S;B;4001409;99612;5074710;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;11;1K;10;36.45;14.56;8.13;14.56;P/Kl;S;L;3491397;95786;4427898;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;11;1K;11;36.45;14.56;8.13;14.56;P/Kl;S;L;3491397;3491397;3491397;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;11;1K;12;36.45;14.56;8.13;14.56;P/Kl;S;L;3491397;95786;4427898;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;11;1K;14;36.45;14.56;8.13;14.56;P/Kl;S;L;3491397;3491397;3491397;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;11;1K;2;36.45;14.56;8.13;14.56;P/Kl;S;L;3491397;3491397;3491397;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;11;1K;3;36.45;14.56;8.13;14.56;P/Kl;S;L;3491397;95786;4427898;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;11;1K;5;36.45;14.56;8.13;14.56;P/Kl;S;L;3491397;3491397;3491397;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;11;1K;8;36.45;14.56;8.13;14.56;P/Kl;S;L;3491397;3491397;3491397;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;11;1K;1;36.93;14.5;8.67;14.5;P/Kl;S;L;3465249;3465249;3465249;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;11;1K;13;38.06;14.7;11;14.7;P/Kl;R;L;3530617;92765;4477638;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;11;1K;14;38.06;14.7;11;14.7;P/Kl;R;L;3530617;3530617;3530617;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;11;1K;2;38.06;14.7;11;14.7;P/Kl;R;L;3530617;3530617;3530617;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;11;1K;3;38.06;14.7;11;14.7;P/Kl;R;L;3530617;92765;4477638;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;11;1K;7;38.06;14.7;11;14.7;P/Kl;R;L;3530617;92765;4477638;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;11;1K;8;38.06;14.7;11;14.7;P/Kl;R;L;3530617;3530617;3530617;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;11;1K;9;38.06;14.7;11;14.7;P/Kl;R;L;3530617;92765;4477638;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;11;1K;10;38.13;14.35;11.49;14.35;P/Kl;S;L;3537668;92779;4486580;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;11;1K;12;38.13;14.35;11.49;14.35;P/Kl;S;L;3537668;3537668;3537668;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;11;1K;5;38.13;14.35;11.49;14.35;P/Kl;S;L;3537668;92779;4486580;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;11;1K;6;38.13;14.35;11.49;14.35;P/Kl;S;L;3537668;3537668;3537668;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;11;1K;13;38.86;16.18;9.85;16.18;P/Kl;S;L;3646537;3646537;3646537;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;11;1K;14;38.86;16.18;9.85;16.18;P/Kl;S;L;3646537;93838;4624650;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;11;1K;15;38.86;16.18;9.85;16.18;P/Kl;S;L;3646537;93838;4624650;TCDS;18.06.2019,,,
Moskovskii;Moskovskii;III kv. 2020;15;K/M;11;1K;3;38.86;16.18;9.85;16.18;P/Kl;S;L;3646537;93838;4624650;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;1;1K;1;29.04;13.63;8.27;13.63;P/Kl;S;-;3643815;3643815;3643815;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;1;1K;1;31.66;8.74;15.48;8.74;P/Kl;S;-;4364670;137861;5318880;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;1;1K;2;33.19;11.06;11.16;11.06;P/Kl;S;L;4401996;132630;5303610;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;1;1K;3;33.19;11.06;11.16;11.06;P/Kl;S;L;4401996;132630;5303610;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;1;1K;8;33.19;11.06;11.16;11.06;P/Kl;S;L;4433350;4433350;4433350;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;1;1K;20;33.84;8.69;15.49;8.69;P/Kl;S;L;4448392;4448392;4448392;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;1;1K;1;34.9;12.08;12;12.08;P/Kl;S;-;4374709;4374709;4374709;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;1;1K;19;37.02;12.08;11.58;12.08;P/Kl;S;L;4478034;4478034;4478034;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;1;1K;10;37.03;12.08;11.58;12.08;P/Kl;S;L;4479360;4479360;4479360;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;1;1K;13;37.11;12.08;11.45;12.08;P/Kl;S;L;4489967;120991;5469840;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;1;1K;14;37.11;12.08;11.58;12.08;P/Kl;S;L;4489967;120991;5469840;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;1;1K;16;37.11;12.08;11.58;12.08;P/Kl;S;L;4489967;4489967;4489967;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;1;1K;17;37.11;12.08;11.58;12.08;P/Kl;S;L;4489967;120991;5469840;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;1;1K;20;41.1;10.25;13.52;10.25;P/Kl;R;L;4597519;4597519;4597519;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;1;1K;10;41.28;10.25;13.52;10.25;P/Kl;R;L;4619779;111913;5626240;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;1;1K;5;41.28;10.25;13.52;10.25;P/Kl;R;L;4619779;4619779;4619779;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;1;1K;6;41.28;10.25;13.52;10.25;P/Kl;R;L;4619779;111913;5626240;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;1;1K;8;41.28;10.25;13.52;10.25;P/Kl;R;L;4619779;111913;5626240;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;1;1K;9;41.28;10.25;13.52;10.25;P/Kl;R;L;4619779;4619779;4619779;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;1;1K;11;41.37;10.25;13.52;10.25;P/Kl;R;L;4630909;4630909;4630909;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;1;1K;17;41.37;10.25;13.52;10.25;P/Kl;R;L;4630909;4630909;4630909;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;1;1K;2;41.76;10.25;13.52;10.25;P/Kl;R;L;4583923;4583923;4583923;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;1;32.97;15.37;9.37;15.37;P/Kl;S;-;4330527;131347;5217503;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;1;34.2;11.97;11.39;11.97;P/Kl;S;-;4279190;125123;5155650;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;18;35.62;13.01;11.42;13.01;P/Kl;S;L;4396769;4396769;4396769;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;18;35.63;12.88;11.4;12.88;P/Kl;S;L;4431702;4431702;4431702;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;9;35.65;13.01;11.42;13.01;P/Kl;S;L;4403565;4403565;4403565;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;5;35.67;12.88;11.4;12.88;P/Kl;S;L;4437180;4437180;4437180;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;9;35.67;12.88;11.4;12.88;P/Kl;S;L;4437180;124395;5346000;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;12;35.74;13.01;11.2;13.01;P/Kl;S;L;4413079;123477;5316963;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;15;35.74;13.01;11.42;13.01;P/Kl;S;L;4413079;4413079;4413079;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;15;35.75;12.88;11.4;12.88;P/Kl;S;L;4454876;4454876;4454876;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;20;36.61;11.97;10.62;11.97;P/Kl;S;L;4330571;4330571;4330571;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;5;36.82;11.97;10.62;11.97;P/Kl;S;L;4357979;118359;5250578;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;8;36.82;11.97;10.62;11.97;P/Kl;S;L;4357979;4357979;4357979;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;11;36.96;11.97;10.57;11.97;P/Kl;S;L;4376252;118405;5272593;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;14;36.96;11.97;10.62;11.97;P/Kl;S;L;4376252;4376252;4376252;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;1;37.45;12.29;13.88;12.29;P/Kl;S;-;4581441;4581441;4581441;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;20;39.23;12.29;13.86;12.29;P/Kl;S;L;4610780;4610780;4610780;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;2;39.51;12.29;13.86;12.29;P/Kl;S;L;4572646;115734;5569453;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;5;39.51;12.29;13.86;12.29;P/Kl;S;L;4647325;117624;5659428;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;8;39.51;12.29;13.86;12.29;P/Kl;S;L;4647325;4647325;4647325;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;10;40.27;12.29;13.88;12.29;P/Kl;S;L;4638471;4638471;4638471;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;4;40.27;12.29;13.88;12.29;P/Kl;S;L;4561862;4561862;4561862;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;5;40.27;12.29;13.88;12.29;P/Kl;S;L;4638471;115184;5648760;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;6;40.27;12.29;13.88;12.29;P/Kl;S;L;4638471;115184;5648760;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;7;40.27;12.29;13.88;12.29;P/Kl;S;L;4638471;4638471;4638471;TCDS;18.06.2019,,,
Nevskii;Elizarovskii;III kv. 2020;20;K/M;2;1K;16;40.52;12.29;13.88;12.29;P/Kl;S;L;4648630;4648630;4648630;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;15;32.82;15.41;8.15;15.41;P/Kl;S;B;3215693;3215693;3215693;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;18;32.82;15.41;8.15;15.41;P/Kl;S;B;3215693;97980;3934570;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;20;32.82;15.41;8.15;15.41;P/Kl;S;B;3215693;3215693;3215693;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;15;32.96;14.49;8.3;14.49;P/Kl;S;B;3135772;3135772;3135772;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;18;32.96;14.49;8.3;14.49;P/Kl;S;B;3135772;95139;3868400;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;19;32.96;14.49;8.3;14.49;P/Kl;S;B;3135772;3135772;3135772;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;17;33.08;15.41;8.15;15.41;P/Kl;S;B;3214366;3214366;3214366;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;17;33.08;15.41;8.15;15.41;P/Kl;S;B;3227198;3227198;3227198;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;18;33.08;15.41;8.15;15.41;P/Kl;S;B;3227198;97557;3888190;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;21;33.08;15.41;8.15;15.41;P/Kl;S;B;3227198;3227198;3227198;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;22;33.08;15.41;8.15;15.41;P/Kl;S;B;3214366;3214366;3214366;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;23;33.08;15.41;8.15;15.41;P/Kl;S;B;3214366;97169;3872730;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;7;33.21;14.4;8.71;14.4;P/Kl;S;B;3162176;3162176;3162176;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;16;33.44;14.66;8.3;14.66;P/Kl;S;B;3139921;3139921;3139921;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;18;33.44;14.66;8.3;14.66;P/Kl;S;B;3139921;93897;3783038;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;22;33.44;14.66;8.3;14.66;P/Kl;S;B;3139921;3139921;3139921;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;14;34;16.59;8.15;16.59;P/Kl;S;B;3262455;3262455;3262455;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;18;34;16.59;8.15;16.59;P/Kl;S;B;3262455;3262455;3262455;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;21;34;16.59;8.15;16.59;P/Kl;S;B;3262455;3262455;3262455;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;2;34.28;16.47;8.62;16.47;P/Kl;S;B;3291331;96013;4025700;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;17;36.3;14.52;9.14;14.52;P/Kl;S;B;3338624;3338624;3338624;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;18;36.3;14.52;9.14;14.52;P/Kl;S;B;3338624;3338624;3338624;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;20;36.3;14.52;9.14;14.52;P/Kl;S;B;3338624;91973;4112800;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;22;36.3;14.52;9.14;14.52;P/Kl;S;B;3338624;91973;4112800;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;16;36.63;12.42;13.96;12.42;P/Kl;S;B;3533108;3533108;3533108;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;17;36.63;12.42;13.96;12.42;P/Kl;S;B;3533108;96454;4316998;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;22;36.63;12.42;13.96;12.42;P/Kl;S;B;3533108;3533108;3533108;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;2;36.75;12.41;13.86;12.41;P/Kl;S;B;3458659;94113;4227300;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;18;36.94;12.46;13.93;12.46;P/Kl;S;B;3478174;3478174;3478174;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;22;36.94;12.46;13.93;12.46;P/Kl;S;B;3478174;3478174;3478174;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;17;37.39;15.41;10.44;15.41;P/Kl;S;B;3462322;3462322;3462322;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;18;37.39;15.41;10.44;15.41;P/Kl;S;B;3462322;3462322;3462322;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;11;37.55;12.38;14.23;12.38;P/Kl;S;B;3453586;3453586;3453586;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;2;37.55;12.38;14.23;12.38;P/Kl;S;B;3453586;91973;4221188;TCDS;18.06.2019,,,
Nevskii;Prinevskii;III kv. 2020;6-23;K/M;1;1K;2;37.67;15.29;10.92;15.29;P/Kl;S;B;3490268;92654;4205143;TCDS;18.06.2019,,,
